,0,1,2,3
0,16.287284144427,16.287284144427,17.740981667652278,16.643356643356643
1,16.20158267388588,16.20158267388588,18.112244897959183,16.473317865429234
2,16.292134831460675,16.292134831460675,16.84370257966616,15.741095365760247
3,17.12357654997891,17.12357654997891,18.054711246200608,16.891322662173547
4,16.985230234578626,16.985230234578626,18.12926957435628,17.180205415499533
5,16.580534022394488,16.580534022394488,17.14123006833713,17.085179714426392
6,17.212389380530972,17.212389380530972,18.065268065268064,17.376064096144216
7,18.318867062585657,18.318867062585657,18.172213417855257,17.35218508997429
8,17.594936708860757,17.594936708860757,17.709335899903753,17.860962566844922
9,16.73710904480135,16.73710904480135,17.942583732057415,16.891577477896696
10,16.74340728338217,16.74340728338217,17.995169082125603,17.31399157697707
11,16.036977491961416,16.036977491961416,16.51287032540068,16.666666666666664
12,18.021365536460753,18.021365536460753,19.435535599743424,17.95774647887324
13,16.956521739130434,16.956521739130434,17.835671342685373,17.535545023696685
14,16.716673810544364,16.716673810544364,17.848837209302324,17.43437345220406
15,16.50217133833399,16.50217133833399,17.359855334538878,17.031963470319635
16,16.367432150313153,16.367432150313153,17.398202009518773,17.142857142857142
17,15.75687185443283,15.75687185443283,16.57486229344016,16.268146883005976
18,16.31663974151858,16.31663974151858,16.240681576144837,16.44425312096427
19,16.866074874565804,16.866074874565804,18.88246628131021,17.85375118708452
