,0,1,2,3
0,0.5218167619993707,0.5218167619993707,0.8397213098470302,0.8470793114253865
1,0.7468649262816177,0.7468649262816177,0.6825093047396491,0.7241155815819706
2,0.8398703391695947,0.8398703391695947,0.8953486267049363,0.8520992759429497
3,0.7655871215961056,0.7655871215961056,0.8925148141208259,0.8955596170385686
4,0.8198343151392548,0.8198343151392548,0.883737262572872,0.8583796182078118
5,0.7779211331977299,0.7779211331977299,0.9187352714861371,0.8307432524252055
6,0.7904038055494754,0.7904038055494754,0.8970969009168952,0.8931273807150276
7,0.8283169759586404,0.8283169759586404,0.928261929010128,0.8924582688980829
8,0.8150514669498461,0.8150514669498461,0.9097909178611012,0.8980203421359674
9,0.7338881434223579,0.7338881434223579,0.8685318561334333,0.9027770614646147
10,0.811507367789786,0.811507367789786,0.8587647800100099,0.851988683692706
11,0.5393898526777707,0.5393898526777707,0.7124131563629946,0.8023810664461009
12,0.8457649385683527,0.8457649385683527,0.8396366365188047,0.818909436753672
13,0.6988563693513228,0.6988563693513228,0.781280047534046,0.7306657893241701
14,0.7603352536744996,0.7603352536744996,0.8525500994117545,0.7469264477490838
15,0.8058549586117771,0.8058549586117771,0.7252979795377325,0.7193624633402067
16,0.5739704032612493,0.5739704032612493,0.8419083634879339,0.6528426606082931
17,0.5204724896542896,0.5204724896542896,0.887949022418321,0.9017672115696272
18,0.7641415270931884,0.7641415270931884,0.864073623816418,0.8542170012430472
19,0.5123266081460244,0.5123266081460244,0.6759251907154141,0.7599397007064479
